id,parent_id,neutron_id,x,y,z,dx,dy,dz,toa,wavelength,parentName,px,py,pz,parentEnergy,nx,ny,nz,neutronEnergy,x [px],y [px],t [s],nPhotons [1],PSD value,t_relToExtTrigger [s],time_diff_ns,x3,y3,delta_x,delta_y,delta_r
1672,2,182,19.3223,33.7693,20,-0.0374345,-0.0401132,0.998494,818.17,445.138,proton,19.6442,34.1314,11.1573,0.688766,19.6622,34.1205,11.1282,2.00969,154.45,43.82,8.1875e-07,1.0,0.0, nan,0.5800000000000409,-12.398437499999995,39.459375,-32.06063749999999,5.338875000000002,32.50212397939604
5719,2,183,-12.4235,26.2555,20,0.0226327,-0.0709876,0.99722,479.802,426.748,proton,19.6442,34.1314,11.1573,3.35903,-12.5825,26.6267,15.0402,5.81947,155.75,45.61,4.796875e-07,6.0,7.8125e-10, nan,0.11450000000002092,-13.0078125,38.6203125,-0.4253125000000004,11.993612499999998,12.001151258225706
5719,2,183,-12.4235,26.2555,20,0.0226327,-0.0709876,0.99722,479.802,426.748,proton,19.6442,34.1314,11.1573,3.35903,-12.5825,26.6267,15.0402,5.81947,198.05,33.88,4.796875e-07,1.0,0.0, nan,0.11450000000002092,-32.83593750000001,44.118750000000006,-20.253437500000008,17.492050000000006,26.761418941620168
406,2,186,33.0612,-1.61942,20,-0.0560542,-0.0260872,0.998087,649.951,462.0,C12,55.6198,3.36751,5.35577,1.49223,31.2269,-6.80018,10.4245,3.16856,107.71,94.99,6.5e-07,2.0,2.34375e-09, nan,0.04899999999997817,9.510937500000002,15.473437500000003,-21.715962499999996,22.273617500000004,31.107829622744696
406,2,186,33.0612,-1.61942,20,-0.0560542,-0.0260872,0.998087,649.951,462.0,C12,55.6198,3.36751,5.35577,1.49223,31.2269,-6.80018,10.4245,3.16856,76.91,202.95,6.5e-07,1.0,0.0, nan,0.04899999999997817,23.9484375,-35.13281249999999,-7.2784625,-28.332632499999992,29.252591009070667
406,2,186,33.0612,-1.61942,20,-0.0560542,-0.0260872,0.998087,649.951,462.0,C12,55.6198,3.36751,5.35577,1.49223,31.2269,-6.80018,10.4245,3.16856,96.29,69.7,6.5e-07,1.0,0.0, nan,0.04899999999997817,14.864062499999998,27.328125,-16.362837500000005,34.128305,37.84816578414905
2443,2,191,-49.3941,15.0204,20,0.150784,-0.0426296,0.987647,396.708,436.842,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,51.16,41.52,3.96875e-07,4.0,2.34375e-09, nan,0.16699999999997317,36.018750000000004,40.537499999999994,86.21575000000001,36.78636999999999,93.73575926955199
2443,2,191,-49.3941,15.0204,20,0.150784,-0.0426296,0.987647,396.708,436.842,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,32.57,112.32,3.96875e-07,2.0,1.5625e-09, nan,0.16699999999997317,44.7328125,7.350000000000003,94.9298125,3.5988700000000033,94.99800611887629
2443,2,191,-49.3941,15.0204,20,0.150784,-0.0426296,0.987647,396.708,436.842,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,126.71,123.08,3.96875e-07,4.0,3.515625e-09, nan,0.16699999999997317,0.6046875000000029,2.306250000000001,50.80168750000001,-1.444879999999999,50.8222306777463
2443,2,191,-49.3941,15.0204,20,0.150784,-0.0426296,0.987647,396.708,436.842,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,101.58,35.74,3.96875e-07,3.0,2.083333333333e-09, nan,0.16699999999997317,12.384375,43.246874999999996,62.581375,39.495745,74.0023132746244
22296,2,191,-50.5155,14.787,20,0.049161,-0.0798944,0.99559,398.488,416.448,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,127.92,202.16,3.984375e-07,5.0,1.25e-09, nan,0.050499999999999545,0.0374999999999992,-34.762499999999996,50.234500000000004,-38.51362999999999,63.29932611036945
22296,2,191,-50.5155,14.787,20,0.049161,-0.0798944,0.99559,398.488,416.448,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,23.67,113.54,3.984375e-07,1.0,0.0, nan,0.050499999999999545,48.9046875,6.7781249999999975,99.1016875,3.0269949999999977,99.14790549516253
22296,2,191,-50.5155,14.787,20,0.049161,-0.0798944,0.99559,398.488,416.448,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,127.4,201.71,3.984375e-07,2.0,1.5625e-09, nan,0.050499999999999545,0.28124999999999734,-34.5515625,50.47825,-38.302692500000006,63.36521108472738
23613,2,191,-50.542,15.287,20,0.0499306,-0.0231897,0.998483,400.083,414.149,proton,33.9994,-1.18038,3.32586,0.0711973,-50.197,3.75113,0.342559,8.54062,122.93,54.8,4e-07,1.0,0.0, nan,0.08300000000002683,2.376562499999997,34.3125,52.5735625,30.56137,60.81099251137336
3041,134,193,-19.6316,-8.79498,20,0.00544978,-0.00366503,0.999978,436.504,410.793,proton,-19.6605,-8.77128,16.0471,0.0,32.0093,-54.1806,18.2222,7.22248,32.73,112.57,4.359375e-07,1.0,0.0, nan,0.5665000000000191,44.657812500000006,7.232812500000003,12.648512500000002,61.4134125,62.702409071405
434,134,193,-19.6619,-8.93286,20,-0.003258,-0.0371319,0.999305,438.614,423.937,proton,-19.6605,-8.77128,16.0471,0.0,32.0093,-54.1806,18.2222,7.22248,220.89,141.17,4.390625e-07,1.0,0.0, nan,0.4485000000000241,-43.5421875,-6.173437499999994,-75.55148750000001,48.00716250000001,89.51376941434242
1416,134,193,-19.667,-8.5428,20,-0.00483628,0.0615953,0.998089,440.261,435.36,proton,-19.6605,-8.77128,16.0471,0.0,32.0093,-54.1806,18.2222,7.22248,216.57,143.1,4.40625e-07,2.0,1.5625e-09, nan,0.3639999999999759,-41.5171875,-7.078124999999997,-73.5264875,47.102475,87.32002929003907
574,2,197,22.0955,11.1386,20,-0.053689,0.0305117,0.998091,737.929,453.523,C12,-37.2143,15.7279,2.36514,0.0713865,56.9347,-14.3423,19.4753,2.45455,229.65,141.23,7.375e-07,3.0,1.5625e-09, nan,0.4289999999999736,-47.6484375,-6.201562499999995,-104.58313749999999,8.140737500000004,104.89949597775869
3719,2,197,21.9206,10.9898,20,-0.0738137,0.0128713,0.997189,742.029,470.043,C12,-37.2143,15.7279,2.36514,0.0713865,56.9347,-14.3423,19.4753,2.45455,219.36,142.15,7.421875e-07,1.0,0.0, nan,0.15850000000000364,-42.825,-6.632812500000003,-99.75970000000001,7.709487499999997,100.05715337547166
6918,2,201,-21.101,41.2572,20,0.0508077,-0.0487077,0.99752,537.626,446.927,proton,22.5431,10.8864,11.5291,0.0244059,-16.7441,53.4777,13.9382,4.62098,215.31,32.54,5.375e-07,10.0,1.71875e-09, nan,0.12599999999997635,-40.9265625,44.746875,-24.182462500000003,-8.730824999999996,25.710285835527607
6918,2,201,-21.101,41.2572,20,0.0508077,-0.0487077,0.99752,537.626,446.927,proton,22.5431,10.8864,11.5291,0.0244059,-16.7441,53.4777,13.9382,4.62098,87.43,68.66,5.375e-07,7.0,2.232142857143e-09, nan,0.12599999999997635,19.0171875,27.815625,35.761287499999995,-25.662074999999998,44.01603999638405
6918,2,201,-21.101,41.2572,20,0.0508077,-0.0487077,0.99752,537.626,446.927,proton,22.5431,10.8864,11.5291,0.0244059,-16.7441,53.4777,13.9382,4.62098,85.07,66.93,5.375e-07,1.0,0.0, nan,0.12599999999997635,20.1234375,28.6265625,36.8675375,-24.8511375,44.46115558954594
13854,2,201,-21.3213,40.6761,20,0.0266246,-0.112009,0.99335,539.101,472.441,proton,22.5431,10.8864,11.5291,0.0244059,-16.7441,53.4777,13.9382,4.62098,86.47,70.07,5.390625e-07,1.0,0.0, nan,0.03849999999999909,19.4671875,27.1546875,36.2112875,-26.323012499999997,44.76782694617656
3904,2,204,-9.62965,-14.3804,20,-0.0261838,0.0242887,0.999362,504.614,446.314,proton,-9.43554,-14.541,12.8534,3.35034,-9.45821,-14.5872,12.8147,5.243,32.9,191.12,5.046875e-07,4.0,1.171875e-09, nan,0.0735000000000241,44.578125,-29.587500000000002,54.036335,-15.000300000000003,56.07971558703044
3904,2,204,-9.62965,-14.3804,20,-0.0261838,0.0242887,0.999362,504.614,446.314,proton,-9.43554,-14.541,12.8534,3.35034,-9.45821,-14.5872,12.8147,5.243,32.75,189.87,5.046875e-07,1.0,0.0, nan,0.0735000000000241,44.6484375,-29.001562500000002,54.1066475,-14.414362500000003,55.99377777905919
4578,2,207,27.9173,-57.1234,20,-0.0296429,0.163633,0.986076,637.637,469.325,proton,28.0868,-57.9862,15.0899,0.152635,23.3379,-55.4032,19.3007,3.28401,32.98,190.98,6.375e-07,3.0,2.083333333333e-09, nan,,44.540625000000006,-29.521874999999994,21.202725000000004,25.881325000000004,33.457413695341884
2011,2,207,27.7933,-57.3231,20,-0.0567852,0.129002,0.990017,637.794,442.179,proton,28.0868,-57.9862,15.0899,0.152635,23.3379,-55.4032,19.3007,3.28401,32.98,190.98,6.375e-07,3.0,2.083333333333e-09, nan,,44.540625000000006,-29.521874999999994,21.202725000000004,25.881325000000004,33.457413695341884
1051,3,207,26.2411,-54.4676,20,-0.05917,0.0878044,0.994379,644.518,461.601,proton,26.3643,-54.65,17.9298,0.152635,23.3379,-55.4032,19.3007,3.28401,32.98,190.98,6.375e-07,3.0,2.083333333333e-09, nan,,44.540625000000006,-29.521874999999994,21.202725000000004,25.881325000000004,33.457413695341884
362,8,208,21.4604,17.8608,20,-0.0844861,-0.0875493,0.992571,367.823,421.191,e-,22.5679,19.0117,6.89552,0.0,24.9544,20.3787,6.47665,9.96925,33.05,191.02,3.671875e-07,1.0,0.0, nan,0.6354999999999791,44.5078125,-29.540625000000006,19.5534125,-49.919325,53.61226491065996
264,8,208,22.3849,18.447,20,-0.0143824,-0.0433144,0.998958,370.628,428.517,e-,22.5679,19.0117,6.89552,0.0,24.9544,20.3787,6.47665,9.96925,24.81,198.28,3.703125e-07,1.0,0.0, nan,0.3154999999999859,48.3703125,-32.94375,23.415912499999997,-53.32245,58.237347400187765
2824,2,209,-49.0693,44.4106,20,0.0456133,-0.119736,0.991757,550.408,410.246,alpha,24.9544,20.3787,6.47807,2.89168,-49.5794,45.7942,8.41983,4.43895,204.44,112.06,5.5e-07,1.0,0.0, nan,0.40800000000001546,-35.83125,7.471874999999999,13.748150000000003,-38.322325,40.71378417475002
2179,2,209,-47.8482,45.1036,20,0.149019,-0.0596686,0.987032,553.365,440.686,alpha,24.9544,20.3787,6.47807,2.89168,-49.5794,45.7942,8.41983,4.43895,204.73,110.99,5.53125e-07,1.0,0.0, nan,0.2400000000000091,-35.967187499999994,7.973437500000003,13.612212500000005,-37.820762499999994,40.19580084071671
3305,2,213,31.2368,-26.0282,20,-0.0522973,0.0252092,0.998313,670.973,435.794,proton,32.2611,-26.4972,0.979646,0.680743,16.0356,-56.0341,6.58843,2.95218,204.19,110.25,6.703125e-07,1.0,0.0, nan,0.6604999999999563,-35.7140625,8.3203125,-51.7496625,64.3544125,82.58037283207229
3305,2,213,31.2368,-26.0282,20,-0.0522973,0.0252092,0.998313,670.973,435.794,proton,32.2611,-26.4972,0.979646,0.680743,16.0356,-56.0341,6.58843,2.95218,205.23,111.59,6.703125e-07,3.0,1.041666666667e-09, nan,0.6604999999999563,-36.201562499999994,7.692187499999998,-52.2371625,63.7262875,82.40000524626234
1940,2,214,-18.9382,41.7484,20,0.0459977,-0.0817606,0.99559,763.993,421.273,proton,32.2611,-26.4972,0.979646,0.508322,-19.6887,43.0633,3.98611,2.28061,205.16,111.4,7.640625e-07,3.0,0.0, nan,0.06949999999994816,-36.168749999999996,7.781249999999997,-16.480049999999995,-35.28205,38.9411748693462
1940,2,214,-18.9382,41.7484,20,0.0459977,-0.0817606,0.99559,763.993,421.273,proton,32.2611,-26.4972,0.979646,0.508322,-19.6887,43.0633,3.98611,2.28061,190.03,71.61,7.640625e-07,2.0,1.5625e-09, nan,0.06949999999994816,-29.0765625,26.4328125,-9.3878625,-16.630487499999997,19.097253122021563
760,3,220,35.9837,28.6207,20,-0.0613391,-0.0491045,0.996908,934.746,423.902,proton,36.886,29.3476,5.38097,0.00301949,37.452,42.9201,10.3092,1.52254,189.95,71.77,9.34375e-07,2.0,7.8125e-10, nan,,-29.039062499999993,26.3578125,-66.4910625,-16.562287499999996,68.52277548094182
598,3,220,35.4419,29.084,20,-0.097932,-0.0170132,0.995048,935.506,436.064,proton,36.886,29.3476,5.38097,0.00301949,37.452,42.9201,10.3092,1.52254,189.95,71.77,9.34375e-07,2.0,7.8125e-10, nan,,-29.039062499999993,26.3578125,-66.4910625,-16.562287499999996,68.52277548094182
126,2,221,33.1631,57.059,20,-0.103006,-0.100774,0.989563,614.952,430.295,C12,33.2269,57.1215,19.3873,2.569,33.2267,57.1212,19.3858,3.53532,189.82,71.08,6.15625e-07,1.0,0.0, nan,,-28.978125,26.681250000000002,-62.204825,-30.43995,69.25338121191719
1138,2,229,-19.9216,-54.7452,20,0.0804197,0.0595411,0.994981,1060.28,436.042,proton,-20.7887,-55.3816,9.31819,0.00726331,2.51615,-36.8658,11.1966,1.18902,188.81,70.21,1.0609375e-06,2.0,3.125e-09, nan,,-28.504687500000003,27.089062500000004,-31.020837500000003,63.954862500000004,71.08105793103613
83,5,229,-12.5428,-53.0915,20,0.0656292,0.148145,0.986786,1067.26,444.783,proton,-12.7106,-53.4715,17.4702,0.00726331,2.51615,-36.8658,11.1966,1.18902,188.81,70.21,1.0609375e-06,2.0,3.125e-09, nan,,-28.504687500000003,27.089062500000004,-31.020837500000003,63.954862500000004,71.08105793103613
2008,3,233,23.0373,-37.9111,20,-0.0421108,0.0934876,0.994729,538.916,448.067,proton,-19.1609,-56.8921,11.3757,1.00256,32.573,-53.3303,10.3026,4.62588,49.55,25.24,5.390625e-07,1.0,0.0, nan,0.14649999999994634,36.7734375,48.16875,4.2004375,101.49905000000001,101.58592828779933
2008,3,233,23.0373,-37.9111,20,-0.0421108,0.0934876,0.994729,538.916,448.067,proton,-19.1609,-56.8921,11.3757,1.00256,32.573,-53.3303,10.3026,4.62588,48.46,25.29,5.390625e-07,1.0,0.0, nan,0.14649999999994634,37.284375,48.1453125,4.711374999999997,101.47561250000001,101.58492499697375
336,5,233,31.5594,-52.8,20,-0.103865,0.0545541,0.993094,540.065,455.403,proton,-12.7106,-53.4715,17.4702,1.00256,32.573,-53.3303,10.3026,4.62588,195.02,63.7,5.40625e-07,2.0,0.0, nan,0.5599999999999454,-31.415625000000006,30.140625,-63.988625000000006,83.470925,105.17575504718874
6147,2,235,-34.7141,11.3846,20,0.108865,0.00284422,0.994053,526.456,411.675,C12,9.57452,-45.6073,2.40391,1.76336,-35.7737,11.3895,10.6685,4.8132,30.17,218.14,5.265625e-07,5.0,3.75e-09, nan,0.10649999999998272,45.8578125,-42.253125,81.6315125,-53.642624999999995,97.6792457481541
6147,2,235,-34.7141,11.3846,20,0.108865,0.00284422,0.994053,526.456,411.675,C12,9.57452,-45.6073,2.40391,1.76336,-35.7737,11.3895,10.6685,4.8132,48.62,26.82,5.265625e-07,1.0,0.0, nan,0.10649999999998272,37.209374999999994,47.428125,72.98307499999999,36.038625,81.39601788998186
6147,2,235,-34.7141,11.3846,20,0.108865,0.00284422,0.994053,526.456,411.675,C12,9.57452,-45.6073,2.40391,1.76336,-35.7737,11.3895,10.6685,4.8132,49.48,24.98,5.265625e-07,2.0,7.8125e-10, nan,0.10649999999998272,36.806250000000006,48.290625,72.57995,36.901125,81.42200051747761
1790,2,237,-0.757505,-31.03,20,0.0364009,0.0667168,0.997108,551.058,415.784,proton,-35.7018,11.3406,10.7829,1.65915,-1.43625,-32.1942,2.0562,4.38721,29.73,217.88,5.515625e-07,5.0,1.5625e-09, nan,,46.0640625,-42.131249999999994,47.5003125,-9.937049999999992,48.52859621192598
3169,2,237,-1.02851,-30.9094,20,0.0218992,0.0725361,0.997125,552.042,437.945,proton,-35.7018,11.3406,10.7829,1.65915,-1.43625,-32.1942,2.0562,4.38721,29.73,217.88,5.515625e-07,5.0,1.5625e-09, nan,,46.0640625,-42.131249999999994,47.5003125,-9.937049999999992,48.52859621192598
4225,2,237,-1.22499,-30.2081,20,0.0106972,0.11154,0.993702,553.546,443.963,proton,-35.7018,11.3406,10.7829,1.65915,-1.43625,-32.1942,2.0562,4.38721,29.73,217.88,5.515625e-07,5.0,1.5625e-09, nan,,46.0640625,-42.131249999999994,47.5003125,-9.937049999999992,48.52859621192598
