x [px],y [px],t [s],nPhotons [1],PSD value,t_relToExtTrigger [s],neutron_id
88.24,180.22,4.15625e-07,14.0,3.794642857143e-09, nan,571
84.62,176.5,4.1875e-07,1.0,0.0, nan,571
88.2,180.16,6.171875e-07,3.0,1.5625e-09, nan,573
88.43,180.24,9.421875e-07,2.0,7.8125e-10, nan,574
88.19,180.35,5.65625e-07,4.0,3.90625e-10, nan,575
195.77,72.45,5.4375e-07,2.0,2.34375e-09, nan,576
32.77,145.08,5.4375e-07,2.0,2.34375e-09, nan,576
88.53,180.3,5.46875e-07,1.0,0.0, nan,576
26.99,202.77,3.859375e-07,2.0,7.8125e-10, nan,577
195.7,72.1,3.859375e-07,2.0,1.5625e-09, nan,577
27.0,201.79,3.875e-07,1.0,0.0, nan,577
28.05,202.85,3.890625e-07,2.0,1.5625e-09, nan,577
97.21,187.1,4.71875e-07,2.0,1.5625e-09, nan,585
16.7,213.15,4.71875e-07,1.0,0.0, nan,585
98.54,187.58,4.71875e-07,3.0,5.208333333333e-10, nan,585
27.13,202.44,4.71875e-07,2.0,0.0, nan,585
98.74,186.95,4.71875e-07,3.0,2.604166666667e-09, nan,585
27.25,203.49,4.71875e-07,1.0,0.0, nan,585
96.28,185.86,4.71875e-07,1.0,0.0, nan,585
93.46,192.0,4.734375e-07,1.0,0.0, nan,585
63.28,186.11,4.765625e-07,2.0,0.0, nan,585
29.07,201.71,4.796875e-07,1.0,0.0, nan,585
98.14,187.25,5.390625e-07,4.0,2.734375e-09, nan,587
98.71,187.57,5.40625e-07,3.0,4.166666666667e-09, nan,587
99.7,186.51,5.4375e-07,1.0,0.0, nan,587
91.25,193.92,5.4375e-07,1.0,0.0, nan,587
95.24,184.78,5.453125e-07,1.0,0.0, nan,587
171.95,155.02,3.90625e-07,10.0,4.0625e-09, nan,590
98.87,187.79,3.90625e-07,7.0,2.901785714286e-09, nan,590
98.09,186.68,3.90625e-07,3.0,0.0, nan,590
98.43,188.47,3.90625e-07,2.0,1.5625e-09, nan,590
108.93,177.18,3.921875e-07,1.0,0.0, nan,590
171.99,154.84,1.0328125e-06,1.0,0.0, nan,592
172.07,154.98,5.890625e-07,2.0,7.8125e-10, nan,593
172.19,155.14,4.421875e-07,11.0,2.840909090909e-09, nan,594
193.8,151.11,4.421875e-07,2.0,0.0, nan,594
115.63,115.66,4.421875e-07,3.0,5.208333333333e-10, nan,594
115.58,114.72,4.46875e-07,1.0,0.0, nan,594
116.61,114.91,4.078125e-07,1.0,0.0, nan,597
116.25,114.99,5.90625e-07,2.0,5.46875e-09, nan,599
114.72,116.33,5.921875e-07,1.0,0.0, nan,599
33.19,190.8,5.953125e-07,1.0,0.0, nan,599
124.06,89.56,3.984375e-07,6.0,3.645833333333e-09, nan,601
33.88,190.4,4e-07,1.0,0.0, nan,601
124.03,89.49,5.9375e-07,1.0,0.0, nan,603
124.06,89.41,4.828125e-07,4.0,3.125e-09, nan,607
96.71,52.48,7.640625e-07,1.0,0.0, nan,614
75.03,55.64,7.640625e-07,1.0,0.0, nan,614
123.9,89.24,7.671875e-07,2.0,2.34375e-09, nan,614
143.97,72.45,7.359375e-07,3.0,5.208333333333e-10, nan,621
143.77,72.54,8.28125e-07,3.0,5.208333333333e-10, nan,624
211.61,148.49,8.3125e-07,1.0,0.0, nan,624
86.66,105.2,8.359375e-07,1.0,0.0, nan,624
210.92,148.46,6.71875e-07,3.0,2.604166666667e-09, nan,627
210.72,148.27,6.75e-07,2.0,3.90625e-09, nan,627
78.86,92.06,8.609375e-07,2.0,7.8125e-10, nan,632
211.8,148.14,8.609375e-07,1.0,0.0, nan,632
221.04,180.7,8.609375e-07,1.0,0.0, nan,632
218.74,179.09,8.625e-07,1.0,0.0, nan,632
78.84,91.72,3.78125e-07,1.0,0.0, nan,635
78.75,92.16,7.453125e-07,1.0,0.0, nan,640
78.86,91.97,5.34375e-07,10.0,2.96875e-09, nan,642
79.43,92.19,9.90625e-07,2.0,4.6875e-09, nan,645
78.85,91.81,3.734375e-07,1.0,0.0, nan,646
78.94,91.68,6.0625e-07,1.0,0.0, nan,649
208.1,174.71,4.703125e-07,3.0,1.5625e-09, nan,650
66.35,166.83,4.703125e-07,6.0,3.645833333333e-09, nan,650
142.33,31.31,4.71875e-07,1.0,0.0, nan,650
78.82,91.74,4.71875e-07,4.0,0.0, nan,650
185.43,154.3,4.71875e-07,1.0,0.0, nan,650
21.66,180.35,4.71875e-07,2.0,7.8125e-10, nan,650
73.36,161.82,4.734375e-07,1.0,0.0, nan,650
141.92,31.75,4.328125e-07,1.0,0.0, nan,651
142.32,32.35,6.625e-07,4.0,2.734375e-09, nan,652
142.55,32.16,6.484375e-07,3.0,1.041666666667e-09, nan,654
66.49,181.55,6.53125e-07,1.0,0.0, nan,654
133.8,139.96,5.15625e-07,2.0,2.34375e-09, nan,655
178.01,129.16,5.15625e-07,1.0,0.0, nan,655
150.48,124.49,5.171875e-07,1.0,0.0, nan,655
133.92,140.64,3.859375e-07,1.0,0.0, nan,659
133.83,140.55,1.1171875e-06,3.0,2.604166666667e-09, nan,680
133.8,139.99,4.03125e-07,3.0,5.208333333333e-10, nan,682
134.01,139.95,7.328125e-07,5.0,1.875e-09, nan,687
132.95,139.59,7.328125e-07,1.0,0.0, nan,687
133.85,140.32,3.96875e-07,16.0,2.44140625e-09, nan,688
133.42,140.05,3.96875e-07,2.0,1.5625e-09, nan,688
101.14,181.41,4.5625e-07,1.0,0.0, nan,689
133.04,140.43,4.578125e-07,1.0,0.0, nan,689
135.39,138.15,4.59375e-07,1.0,0.0, nan,689
96.4,144.62,4.59375e-07,4.0,2.34375e-09, nan,689
181.02,145.82,4.265625e-07,2.0,0.0, nan,692
178.76,143.68,4.265625e-07,1.0,0.0, nan,692
149.05,27.72,4.265625e-07,4.0,3.515625e-09, nan,692
95.91,144.51,4.28125e-07,1.0,0.0, nan,692
115.49,85.42,6.65625e-07,4.0,3.125e-09, nan,693
232.06,138.48,6.65625e-07,1.0,0.0, nan,693
113.22,221.03,6.671875e-07,1.0,0.0, nan,693
232.49,138.7,3.9375e-07,4.0,2.734375e-09, nan,694
104.71,32.33,3.953125e-07,1.0,0.0, nan,694
40.99,228.65,3.953125e-07,1.0,0.0, nan,694
230.44,136.33,3.96875e-07,1.0,0.0, nan,694
173.34,220.97,6.09375e-07,1.0,0.0, nan,695
171.87,219.96,6.09375e-07,2.0,0.0, nan,695
104.95,32.27,6.109375e-07,1.0,0.0, nan,695
171.88,219.58,7.578125e-07,1.0,0.0, nan,704
173.31,219.26,7.578125e-07,2.0,0.0, nan,704
106.98,39.56,4.078125e-07,4.0,7.8125e-10, nan,706
211.34,145.53,4.078125e-07,12.0,2.083333333333e-09, nan,706
212.19,145.48,4.078125e-07,4.0,1.171875e-09, nan,706
210.7,146.43,4.078125e-07,1.0,0.0, nan,706
213.2,147.51,4.078125e-07,1.0,0.0, nan,706
107.0,39.22,4.078125e-07,2.0,1.5625e-09, nan,706
125.29,58.95,4.078125e-07,3.0,1.5625e-09, nan,706
210.82,145.95,3.859375e-07,1.0,0.0, nan,707
212.25,144.93,5.421875e-07,1.0,0.0, nan,711
212.03,145.59,4.21875e-07,1.0,0.0, nan,713
212.43,146.65,5.0625e-07,1.0,0.0, nan,714
210.83,147.03,5.09375e-07,1.0,0.0, nan,714
210.41,146.78,4.984375e-07,1.0,0.0, nan,716
211.51,145.57,4.984375e-07,1.0,0.0, nan,716
209.06,143.8,5e-07,1.0,0.0, nan,716
204.92,152.19,5.015625e-07,1.0,0.0, nan,716
211.09,146.12,7.125e-07,2.0,0.0, nan,717
209.81,145.28,7.125e-07,1.0,0.0, nan,717
49.03,51.73,7.1875e-07,1.0,0.0, nan,717
46.97,78.1,7.953125e-07,2.0,3.125e-09, nan,724
124.95,51.63,7.96875e-07,1.0,0.0, nan,724
126.5,50.11,7.96875e-07,1.0,0.0, nan,724
48.89,52.03,7.96875e-07,1.0,0.0, nan,724
87.1,147.79,7.96875e-07,1.0,0.0, nan,724
87.1,147.61,7.015625e-07,4.0,3.125e-09, nan,727
87.1,148.2,6.859375e-07,3.0,1.5625e-09, nan,734
87.04,147.81,6.875e-07,2.0,2.34375e-09, nan,734
86.99,148.08,7.4375e-07,4.0,1.5625e-09, nan,737
86.88,147.42,6e-07,3.0,5.208333333333e-10, nan,742
105.87,106.54,3.734375e-07,1.0,0.0, nan,743
86.93,147.02,3.734375e-07,3.0,1.041666666667e-09, nan,743
220.16,192.36,3.734375e-07,2.0,2.34375e-09, nan,743
110.82,31.68,3.734375e-07,3.0,1.041666666667e-09, nan,743
87.39,146.66,3.75e-07,2.0,6.25e-09, nan,743
199.97,50.14,4.59375e-07,1.0,0.0, nan,746
205.58,43.93,4.59375e-07,5.0,2.8125e-09, nan,746
203.76,43.67,4.609375e-07,1.0,0.0, nan,746
219.72,192.44,4.609375e-07,2.0,3.125e-09, nan,746
150.42,79.39,4.953125e-07,4.0,7.8125e-10, nan,748
100.99,140.87,4.953125e-07,2.0,7.8125e-10, nan,748
99.19,64.38,4.96875e-07,2.0,1.5625e-09, nan,748
34.36,56.15,4.984375e-07,1.0,0.0, nan,748
204.46,44.13,5.03125e-07,1.0,0.0, nan,748
193.88,84.95,6.765625e-07,2.0,1.5625e-09, nan,752
150.25,79.69,6.765625e-07,1.0,0.0, nan,752
34.62,226.55,6.78125e-07,2.0,4.6875e-09, nan,752
92.75,67.17,6.78125e-07,2.0,7.8125e-10, nan,752
173.89,146.25,6.796875e-07,1.0,0.0, nan,752
192.45,89.2,6.828125e-07,1.0,0.0, nan,752
150.4,80.36,3.734375e-07,6.0,2.083333333333e-09, nan,753
93.19,67.32,3.75e-07,2.0,1.5625e-09, nan,753
150.94,79.4,3.75e-07,1.0,0.0, nan,753
199.39,102.77,5.109375e-07,1.0,0.0, nan,755
68.52,130.32,5.125e-07,4.0,2.34375e-09, nan,755
213.49,102.12,4.296875e-07,1.0,0.0, nan,757
218.39,100.57,4.296875e-07,13.0,3.485576923077e-09, nan,757
217.42,100.95,4.3125e-07,2.0,2.34375e-09, nan,757
162.64,143.37,5.140625e-07,1.0,0.0, nan,759
218.32,100.61,5.140625e-07,3.0,1.5625e-09, nan,759
218.71,100.13,5.15625e-07,2.0,3.90625e-09, nan,759
162.26,144.75,5.171875e-07,1.0,0.0, nan,759
163.76,144.64,5.1875e-07,1.0,0.0, nan,759
209.23,91.93,5.1875e-07,1.0,0.0, nan,759
87.89,108.69,6.875e-07,3.0,1.5625e-09, nan,760
160.03,139.66,6.890625e-07,1.0,0.0, nan,760
165.77,42.04,4.34375e-07,1.0,0.0, nan,763
166.34,53.85,4.34375e-07,8.0,9.765625e-10, nan,763
92.42,112.69,4.375e-07,1.0,0.0, nan,763
166.38,53.93,4.96875e-07,7.0,2.455357142857e-09, nan,768
168.29,55.94,4.984375e-07,2.0,0.0, nan,768
165.24,53.14,4.984375e-07,1.0,0.0, nan,768
144.91,154.19,4.984375e-07,4.0,2.34375e-09, nan,768
144.81,154.16,6.9375e-07,1.0,0.0, nan,769
80.49,226.1,7.03125e-07,1.0,0.0, nan,769
87.31,93.37,4.25e-07,1.0,0.0, nan,771
77.78,231.91,4.265625e-07,2.0,2.34375e-09, nan,771
88.13,94.54,4.265625e-07,1.0,0.0, nan,771
71.77,174.33,4.28125e-07,2.0,0.0, nan,771
215.09,46.82,4.28125e-07,2.0,7.8125e-10, nan,771
71.82,174.17,7.265625e-07,2.0,0.0, nan,776
191.51,107.85,4.625e-07,3.0,5.729166666667e-09, nan,781
162.47,52.6,4.625e-07,4.0,1.953125e-09, nan,781
63.26,76.38,4.625e-07,2.0,1.5625e-09, nan,781
86.37,196.8,4.625e-07,3.0,2.083333333333e-09, nan,781
155.9,59.36,4.640625e-07,1.0,0.0, nan,781
165.47,224.94,4.640625e-07,1.0,0.0, nan,781
69.77,221.71,4.65625e-07,1.0,0.0, nan,781
151.4,224.8,4.703125e-07,1.0,0.0, nan,781
67.26,25.11,4.78125e-07,1.0,0.0, nan,781
182.75,46.75,3.671875e-07,16.0,1.46484375e-09, nan,783
92.89,69.61,3.671875e-07,2.0,3.90625e-09, nan,783
149.96,47.45,3.671875e-07,3.0,2.083333333333e-09, nan,783
142.24,77.38,3.671875e-07,1.0,0.0, nan,783
106.55,41.41,3.671875e-07,7.0,2.008928571429e-09, nan,783
191.53,107.89,3.671875e-07,5.0,2.1875e-09, nan,783
158.04,192.72,3.6875e-07,4.0,0.0, nan,783
159.45,24.84,3.6875e-07,1.0,0.0, nan,783
130.29,184.13,3.6875e-07,4.0,2.34375e-09, nan,783
131.35,185.15,3.703125e-07,1.0,0.0, nan,783
182.46,46.8,6.75e-07,4.0,1.5625e-09, nan,785
33.52,113.42,6.8125e-07,1.0,0.0, nan,785
94.71,101.93,6.828125e-07,1.0,0.0, nan,785
85.01,110.6,4.734375e-07,1.0,0.0, nan,787
94.97,101.79,5.3125e-07,5.0,2.1875e-09, nan,788
94.28,100.79,5.3125e-07,1.0,0.0, nan,788
194.95,57.13,5.34375e-07,1.0,0.0, nan,788
195.33,57.22,4.53125e-07,1.0,0.0, nan,789
227.73,58.48,5.15625e-07,1.0,0.0, nan,792
68.0,62.57,5.171875e-07,2.0,1.5625e-09, nan,792
195.73,56.91,5.1875e-07,1.0,0.0, nan,792
69.19,61.06,5.21875e-07,1.0,0.0, nan,792
209.02,181.78,5.109375e-07,7.0,4.464285714286e-10, nan,793
201.11,68.93,5.109375e-07,7.0,2.901785714286e-09, nan,793
209.47,181.67,5.109375e-07,2.0,3.125e-09, nan,793
227.9,58.6,5.125e-07,2.0,2.34375e-09, nan,793
201.05,68.44,4.359375e-07,12.0,2.083333333333e-09, nan,795
190.37,226.1,4.359375e-07,4.0,3.90625e-10, nan,795
190.83,225.88,4.359375e-07,2.0,1.5625e-09, nan,795
200.68,68.93,4.359375e-07,2.0,3.125e-09, nan,795
188.07,223.01,4.390625e-07,1.0,0.0, nan,795
124.13,123.45,4.421875e-07,2.0,0.0, nan,795
80.6,227.73,4e-07,3.0,1.041666666667e-09, nan,798
80.55,229.08,4e-07,1.0,0.0, nan,798
190.09,226.08,4e-07,9.0,3.298611111111e-09, nan,798
191.63,223.88,4e-07,1.0,0.0, nan,798
33.23,204.22,4e-07,1.0,0.0, nan,798
83.1,226.56,4.015625e-07,1.0,0.0, nan,798
31.99,204.93,4.09375e-07,1.0,0.0, nan,798
81.25,227.68,9.078125e-07,2.0,5.46875e-09, nan,799
80.95,229.18,4.46875e-07,3.0,5.208333333333e-10, nan,801
24.86,93.28,4.46875e-07,6.0,3.645833333333e-09, nan,801
81.35,229.03,4.46875e-07,2.0,2.34375e-09, nan,801
31.32,82.27,4.46875e-07,3.0,5.208333333333e-10, nan,801
81.6,227.94,4.46875e-07,3.0,1.5625e-09, nan,801
25.24,93.39,4.484375e-07,1.0,0.0, nan,801
85.3,223.25,4.484375e-07,1.0,0.0, nan,801
24.9,93.38,8.234375e-07,2.0,0.0, nan,805
217.2,51.43,4.28125e-07,7.0,1.116071428571e-09, nan,810
216.26,52.76,4.28125e-07,1.0,0.0, nan,810
24.48,93.72,4.28125e-07,4.0,2.34375e-09, nan,810
25.06,92.83,4.28125e-07,1.0,0.0, nan,810
217.91,50.93,4.296875e-07,2.0,3.125e-09, nan,810
26.05,94.16,4.375e-07,1.0,0.0, nan,810
217.1,51.18,6.40625e-07,3.0,5.208333333333e-10, nan,811
216.8,51.28,7.921875e-07,2.0,3.125e-09, nan,819
219.06,49.55,4.71875e-07,1.0,0.0, nan,821
217.15,51.18,4.734375e-07,4.0,7.8125e-10, nan,821
215.22,53.16,4.734375e-07,1.0,0.0, nan,821
84.03,178.54,6.078125e-07,1.0,0.0, nan,827
217.3,51.51,6.078125e-07,8.0,3.515625e-09, nan,827
82.77,177.15,6.078125e-07,1.0,0.0, nan,827
85.16,179.39,6.09375e-07,4.0,0.0, nan,827
214.12,54.04,6.09375e-07,1.0,0.0, nan,827
113.27,108.15,4.578125e-07,1.0,0.0, nan,830
113.39,107.96,7.078125e-07,2.0,0.0, nan,832
122.65,117.11,9.40625e-07,1.0,0.0, nan,839
113.2,108.22,9.484375e-07,1.0,0.0, nan,839
160.86,92.02,5.296875e-07,4.0,1.171875e-09, nan,840
122.69,116.97,5.296875e-07,4.0,3.515625e-09, nan,840
152.42,99.47,5.296875e-07,1.0,0.0, nan,840
121.62,115.41,5.3125e-07,1.0,0.0, nan,840
212.62,83.29,5.359375e-07,2.0,7.8125e-10, nan,840
160.81,91.63,1.0765625e-06,2.0,2.34375e-09, nan,844
164.56,145.93,1.0234375e-06,1.0,0.0, nan,845
212.25,82.1,4.546875e-07,3.0,2.604166666667e-09, nan,849
174.18,221.61,4.546875e-07,1.0,0.0, nan,849
164.31,146.21,4.546875e-07,3.0,1.041666666667e-09, nan,849
155.61,219.37,4.546875e-07,6.0,4.166666666667e-09, nan,849
154.25,217.22,4.546875e-07,1.0,0.0, nan,849
160.92,215.58,4.5625e-07,3.0,2.604166666667e-09, nan,849
212.53,83.03,9.59375e-07,2.0,3.125e-09, nan,852
211.78,82.63,5.53125e-07,3.0,1.041666666667e-09, nan,854
212.4,82.59,8.8125e-07,1.0,0.0, nan,855
210.69,83.14,8.8125e-07,1.0,0.0, nan,855
212.36,82.92,1.1265625e-06,1.0,0.0, nan,864
154.89,64.7,5.015625e-07,1.0,0.0, nan,867
176.06,86.62,5.015625e-07,3.0,3.125e-09, nan,867
213.03,82.75,5.015625e-07,2.0,2.34375e-09, nan,867
214.93,80.25,5.015625e-07,1.0,0.0, nan,867
176.0,86.69,7.3125e-07,2.0,7.8125e-10, nan,870
156.95,221.62,4e-07,1.0,0.0, nan,872
175.97,86.63,4.015625e-07,4.0,3.90625e-10, nan,872
156.71,221.42,6.0625e-07,6.0,1.5625e-09, nan,874
196.25,115.49,4.71875e-07,4.0,2.734375e-09, nan,876
23.29,184.4,4.71875e-07,8.0,3.515625e-09, nan,876
21.79,183.16,4.71875e-07,1.0,0.0, nan,876
70.4,50.7,4.71875e-07,3.0,1.041666666667e-09, nan,876
56.28,60.2,4.71875e-07,1.0,0.0, nan,876
157.2,221.3,4.71875e-07,1.0,0.0, nan,876
99.02,235.49,4.734375e-07,1.0,0.0, nan,876
23.62,184.52,4.734375e-07,2.0,0.0, nan,876
20.01,180.85,4.734375e-07,1.0,0.0, nan,876
150.77,55.6,4.734375e-07,1.0,0.0, nan,876
187.11,100.39,4.734375e-07,1.0,0.0, nan,876
54.96,157.73,4.765625e-07,1.0,0.0, nan,876
204.22,108.39,4.765625e-07,1.0,0.0, nan,876
209.93,34.6,6.65625e-07,1.0,0.0, nan,878
187.58,70.06,6.65625e-07,1.0,0.0, nan,878
196.19,115.56,6.671875e-07,3.0,3.645833333333e-09, nan,878
210.73,36.24,6.6875e-07,1.0,0.0, nan,878
208.26,129.0,6.703125e-07,1.0,0.0, nan,878
187.47,70.6,5.578125e-07,1.0,0.0, nan,880
220.29,76.03,4.265625e-07,7.0,1.116071428571e-09, nan,885
220.78,75.8,4.265625e-07,2.0,1.5625e-09, nan,885
97.98,64.88,4.265625e-07,1.0,0.0, nan,885
187.29,70.39,4.265625e-07,7.0,5.580357142857e-09, nan,885
57.39,48.04,4.28125e-07,1.0,0.0, nan,885
46.93,70.5,4.28125e-07,2.0,7.8125e-10, nan,885
47.32,65.89,4.296875e-07,2.0,0.0, nan,885
74.97,22.55,4.296875e-07,2.0,1.5625e-09, nan,885
67.33,29.65,4.3125e-07,1.0,0.0, nan,885
78.83,23.59,4.3125e-07,1.0,0.0, nan,885
32.92,90.44,4.34375e-07,1.0,0.0, nan,885
52.44,204.54,4.5e-07,11.0,3.835227272727e-09, nan,889
47.39,65.9,4.5e-07,12.0,3.385416666667e-09, nan,889
210.22,229.08,4.5e-07,6.0,2.083333333333e-09, nan,889
54.76,201.7,4.5e-07,1.0,0.0, nan,889
46.91,65.82,4.5e-07,1.0,0.0, nan,889
47.89,66.25,4.515625e-07,2.0,0.0, nan,889
210.93,227.45,4.515625e-07,1.0,0.0, nan,889
189.48,36.69,4.5625e-07,1.0,0.0, nan,889
46.9,209.51,4.625e-07,1.0,0.0, nan,889
181.79,97.37,5.046875e-07,4.0,3.125e-09, nan,890
47.81,103.9,5.0625e-07,1.0,0.0, nan,890
47.85,106.21,5.078125e-07,1.0,0.0, nan,890
30.58,57.52,6.03125e-07,3.0,3.125e-09, nan,891
98.02,64.85,4.9375e-07,6.0,2.864583333333e-09, nan,893
30.19,57.55,4.96875e-07,1.0,0.0, nan,893
97.82,64.66,5.171875e-07,3.0,4.6875e-09, nan,894
97.74,64.51,4.15625e-07,1.0,0.0, nan,899
97.85,64.36,4.109375e-07,2.0,7.8125e-10, nan,901
104.76,138.47,4.109375e-07,3.0,1.5625e-09, nan,901
104.87,138.43,4.46875e-07,7.0,6.026785714286e-09, nan,902
95.05,148.33,4.5e-07,1.0,0.0, nan,902
75.74,53.06,5.328125e-07,1.0,0.0, nan,904
201.71,117.98,5.34375e-07,1.0,0.0, nan,904
83.44,46.22,9.296875e-07,1.0,0.0, nan,905
76.26,54.58,9.453125e-07,1.0,0.0, nan,905
76.17,54.4,5.578125e-07,3.0,1.5625e-09, nan,906
76.22,54.0,5.578125e-07,2.0,0.0, nan,906
76.25,54.55,6.140625e-07,1.0,0.0, nan,907
98.27,56.87,8.0625e-07,2.0,0.0, nan,912
98.55,57.29,5.75e-07,1.0,0.0, nan,916
98.42,57.0,4.625e-07,1.0,0.0, nan,918
98.35,56.98,8.375e-07,1.0,0.0, nan,920
98.32,56.99,5.796875e-07,1.0,0.0, nan,922
98.54,57.08,6.609375e-07,5.0,1.5625e-09, nan,926
98.45,57.0,4.359375e-07,1.0,0.0, nan,933
98.58,57.0,6.328125e-07,2.0,0.0, nan,935
102.16,54.0,6.34375e-07,1.0,0.0, nan,935
80.86,74.17,6.40625e-07,1.0,0.0, nan,935
114.56,135.95,5.46875e-07,14.0,2.455357142857e-09, nan,937
98.54,56.91,5.484375e-07,2.0,2.34375e-09, nan,937
115.01,110.81,5.484375e-07,1.0,0.0, nan,937
70.04,120.21,4.796875e-07,5.0,3.125e-09, nan,939
114.69,136.04,4.796875e-07,2.0,4.6875e-09, nan,939
102.14,21.58,4.8125e-07,1.0,0.0, nan,939
69.54,120.38,4.8125e-07,2.0,3.125e-09, nan,939
101.33,22.58,4.8125e-07,1.0,0.0, nan,939
90.41,35.49,6.546875e-07,3.0,3.125e-09, nan,946
101.44,21.76,6.5625e-07,1.0,0.0, nan,946
184.08,44.44,6.578125e-07,1.0,0.0, nan,946
184.31,44.64,5.796875e-07,2.0,7.8125e-10, nan,951
66.96,209.6,5.796875e-07,2.0,3.125e-09, nan,951
67.75,210.42,5.8125e-07,1.0,0.0, nan,951
66.56,210.74,5.890625e-07,1.0,0.0, nan,951
66.96,209.9,9.328125e-07,3.0,1.5625e-09, nan,956
137.79,167.09,4.859375e-07,11.0,2.840909090909e-09, nan,962
102.57,43.5,4.875e-07,1.0,0.0, nan,962
66.25,210.54,4.890625e-07,1.0,0.0, nan,962
137.89,167.08,5.140625e-07,3.0,2.083333333333e-09, nan,963
176.35,160.03,5.140625e-07,3.0,1.5625e-09, nan,963
144.06,36.48,5.140625e-07,2.0,7.8125e-10, nan,963
142.65,37.8,5.171875e-07,1.0,0.0, nan,963
174.55,161.09,5.1875e-07,1.0,0.0, nan,963
60.69,217.37,5.1875e-07,1.0,0.0, nan,963
176.53,159.91,6.359375e-07,9.0,4.340277777778e-09, nan,970
92.75,96.57,4.796875e-07,2.0,7.8125e-10, nan,972
94.06,97.98,4.796875e-07,7.0,1.5625e-09, nan,972
94.94,96.11,4.796875e-07,2.0,0.0, nan,972
94.43,97.5,4.796875e-07,2.0,3.125e-09, nan,972
176.38,159.79,4.8125e-07,1.0,0.0, nan,972
47.53,231.95,4.8125e-07,2.0,3.90625e-09, nan,972
91.5,99.15,4.8125e-07,1.0,0.0, nan,972
178.07,158.65,4.828125e-07,1.0,0.0, nan,972
174.4,161.45,4.84375e-07,1.0,0.0, nan,972
94.43,97.11,6.046875e-07,1.0,0.0, nan,975
94.25,232.56,5.453125e-07,9.0,1.909722222222e-09, nan,983
94.2,97.1,5.46875e-07,4.0,2.34375e-09, nan,983
94.03,232.61,6.21875e-07,2.0,1.5625e-09, nan,984
116.94,191.12,7e-07,1.0,0.0, nan,986
151.46,164.35,7.09375e-07,1.0,0.0, nan,986
